ID,VideoTitle,Name,Sex,Academic Status,VideoID,IsNativeSpeaker
320,Question in Participatory Design of A VR Based Reentry Training,,Male,,,Native Speaker
321,Power Struggles and Disciplined Designers,Netta Iivari,Female,PhD,bSPU84SGG2c,Europ. Non-Native
322,Question in Power Struggles and Disciplined Designers,,Male,,,Native Speaker
323,Question in Power Struggles and Disciplined Designers,,Female,,,Europ. Non-Native
324,"Protection, Productivity and Pleasure in the Smart Home",Yolande Strengers,Female,PhD,-xpsXmlqKpU,Native Speaker
325,"Question in Protection, Productivity and Pleasure in the Smart Home",,Female,,,Native Speaker
326,"Question in Protection, Productivity and Pleasure in the Smart Home",,Female,,,Native Speaker
327,A Practice-Led Account of the Conceptual Evolution of UX Knowledge,Colin Gray,Male,PhD,8-tdWf0osyg,Native Speaker
328,Question in Practice-Led Account,,Female,,,Native Speaker
329,Question in Practice-Led Account,,Male,,,Native Speaker
330,Question in Practice-Led Account,,Male,,,Asian Non-Native
331,An Analytic Model for Time Efficient Personal Hierarchies,William Delamare,Male,PhD,oYTnveuVd0Q,Europ. Non-Native
332,Question in An Analytic Model for Time Efficient Personal Hierarchies,,Male,,,Native Speaker
333,Question in An Analytic Model for Time Efficient Personal Hierarchies,,Male,,,Native Speaker
334,App Usage Predicts Cognitive Ability in Older Adults,Mitchell L. Gordon,Male,Grad Student,8SblmVsILGM,Native Speaker
335,Question in App Usage Predicts Cognitive Ability in Older Adults,,Male,,,Native Speaker
336,Question in App Usage Predicts Cognitive Ability in Older Adults,,Female,,,Native Speaker
337,Question in App Usage Predicts Cognitive Ability in Older Adults,,Male,,,Native Speaker
338,Around the (Virtual) World: Infinite Walking in VR Using Electrical Muscle Stimulation,Jona Auda,Male,Grad Student,EslqHPBSs3c,Europ. Non-Native
339,Qustion in Around the (Virtual) World,,Female,,,Europ. Non-Native
340,Qustion in Around the (Virtual) World,,Male,,,Native Speaker
341,Qustion in Around the (Virtual) World,,Male,,,Asian Non-Native
342,Qustion in Around the (Virtual) World,,Male,,,Europ. Non-Native
343,Augmented Reality Views for Occluded Interaction,Klemen Lilija,Male,Grad Student,nxf6xW_z_s4,Europ. Non-Native
344,Question in AR Views for Occluded Interaction,,Male,,,Europ. Non-Native
345,Question in AR Views for Occluded Interaction,,Male,,,Asian Non-Native
346,AutoFritz: Autocomplete for Prototyping Virtual Breadboard Circuits,Da-Yuan Huang,Male,PhD,SNFGHlzmA8k,Asian Non-Native
347,Question in AutoFritz,,Male,,,Asian Non-Native
348,Question in AutoFritz,,Male,,,Asian Non-Native
349,Beyond Dyadic Interactions: Considering Chatbots as Community Members,Joseph Seering,Male,Grad Student,KBwVGxg_ofU,Native Speaker
350,Question in Beyond Dyadic Interactions,,Female,,,Native Speaker
351,Question in Beyond Dyadic Interactions,,Female,,,Europ. Non-Native
352,Beyond Schematic Capture: Meaningful Abstractions for Better Electronics Design Tools,Richard Lin,Male,Grad Student,cm7mVGWaAyU,Native Speaker
353,Question in Beyond Schematic Capture,,Male,,,Native Speaker
354,Blockchain Assemblages: Whiteboxing Technology and Transforming Infrastructural Imaginaries,Karim Jabbar,Male,PhD,QNEFdcc9_9g,Native Speaker
355,Question in Blockchain Assemblages,,Female,,,Native Speaker
356,Decision-Making Under Uncertainty in Research Synthesis: Designing for the Garden of Forking Paths,Alex Kale,Male,Grad Student,Yzdqy7WR3Fg,Native Speaker
357,Question in Decision-Making Under Uncertainty in Research Synthesis,,Female,,,Native Speaker
358,Design Guideline for Developing Safe Systems that Apply Electricity to the Human Body,Michinari Kono,Male,PhD,LEkOauR1Kog,Asian Non-Native
359,Question in Design Guidedline for Developing Safe Systems,,Male,,,Native Speaker
360,Question in Design Guidedline for Developing Safe Systems,,Female,,,Asian Non-Native
361,Designing Second-Screening Experiences for Social Co-Selection and Critical Co-Viewing of Reality TV,Tom Feltwell,Male,Grad Student,Bf1BDRRKATk,Native Speaker
362,Question in Designing Second-Screening Experiences,,Female,,,Native Speaker
363,Question in Designing Second-Screening Experiences,,Female,,,Native Speaker
364,Direct Finger Manipulation of 3D Object Image with Ultrasound Haptic Feedback,Atsushi Matsubayashi,Male,Grad Student,DrUfwi_0huU,Asian Non-Native
365,Question in Direct Finger Manipulation of 3D Object Image with Ultrasound Haptic Feedback,,Male,,,Native Speaker
366,Egocentric Smaller-person Experience through a Change in Visual Perspective,Jun Nishida,Male,PhD,qiGOvoS83Qs,Asian Non-Native
367,Question in Egocentric Smaller-person Experience,,Male,,,Europ. Non-Native
368,Question in Egocentric Smaller-person Experience,,Female,,,Europ. Non-Native
369,Question in Egocentric Smaller-person Experience,,Male,,,Asian Non-Native
370,Empowering Expression for Users with Aphasia through Constrained Creativity,Timothy Neate,Male,PhD,xHkhdD-Ek58,Native Speaker
371,Question in Empowering Expression for Users,,Female,,,Native Speaker
372,Question in Empowering Expression for Users,,Female,,,Native Speaker
373,Question in Empowering Expression for Users,,Male,,,Asian Non-Native
374,Encumbered Interaction: a Study of Musicians Preparing to Perform,Juan Pablo Martinez,Male,Grad Student,bh3YuiMqx84,Europ. Non-Native
375,Question in Encumbered Interaction,,Female,,,Europ. Non-Native
376,Evaluation of Appearance-Based Methods and Implications for Gaze-Based Applications,Xucong Zhang,Male,Grad Student,l8S1bQGYJdk,Asian Non-Native
377,Question in Evaluation of Appearance-Based Methods..,,Male,,,Native Speaker
378,Question in Evaluation of Appearance-Based Methods..,,Female,,,Europ. Non-Native
379,Question in Evaluation of Appearance-Based Methods..,,Male,,,Native Speaker
380,Experimental Analysis of Barehand Mid-air Mode-Switching Techniques in VR,Hemant Bhaskar Surale,Male,Grad Student,-Dc3O10xP1g,Asian Non-Native
381,Question in Experimental Analysis of Barehand...,,Male,,,Native Speaker
382,Question in Experimental Analysis of Barehand...,,Male,,,Native Speaker
383,Explaining Decision-Making Algorithms through UI: Strategies to Help Non-Expert Stakeholders,Hao-Fei Cheng,Male,Grad Student,asIS1InULmQ,Asian Non-Native
384,Question in Explaining Decision-Making,,Male,,,Asian Non-Native
385,Question in Explaining Decision-Making,,Female,,,Native Speaker
386,Explorations on Single Usability Metrics,Michael Van Waardhuizen,Male,PhD,WQSJi95wEOk,Native Speaker
387,Question in Explorations on Single Usability Metrics,,Female,,,Native Speaker
388,Question in Explorations on Single Usability Metrics,,Female,,,Native Speaker
389,Question in Explorations on Single Usability Metrics,,Male,,,Europ. Non-Native
390,Exploring Virtual Agents for Augmented Reality,Isaac Wang,Male,Grad Student,UO7m89mFM2A,Native Speaker
391,Question in Exploring Virtual Agents for Augmented Reality,,Male,,,Europ. Non-Native
392,Question in Exploring Virtual Agents for Augmented Reality,,Male,,,Native Speaker
393,Question in Exploring Virtual Agents for Augmented Reality,,Male,,,Europ. Non-Native
394,Face and Ecological Validity in Simulations: Lessons from Search-and-Rescue HCI,Lorin Dole,Male,PhD,osZ5BxMpyNE,Native Speaker
395,Question in Face and Ecological Validity in Simulations,,Female,,,Native Speaker
396,Question in Face and Ecological Validity in Simulations,,Male,,,Europ. Non-Native
397,Question in Face and Ecological Validity in Simulations,,Female,,,Asian Non-Native
398,ForceRay: Extending Thumb Reach via Force Input Stabilizes Devize Grip for Mobile Touch Input,Christian Corsten,Male,PhD,j0-WKQkVLW8,Europ. Non-Native
399,Question in ForceRay,,Male,,,Native Speaker
400,Question in ForceRay,,Male,,,Asian Non-Native
401,Question in ForceRay,,Male,,,Native Speaker
402,From Being There to Watching: Shared and Dedicated Telepresence Robot Usage at Academic Conferences,Carman Neustaedter,Male,PhD,wgXZHEgsK1E,Native Speaker
403,Question in From Being There to Watching,,Male,,,Asian Non-Native
404,Question in From Being There to Watching,,Male,,,Europ. Non-Native
405,From the Lab to the UB Truck: Object-Based Broadcasting at the FA Cup in Wembley Stadium,Thomas Röggla,Male,PhD,0dbr23kR4Pg,Europ. Non-Native
406,Question in From the Lab to the UB,,Female,,,Asian Non-Native
407,Question in From the Lab to the UB,,Male,,,Asian Non-Native
408,Question in From the Lab to the UB,,Male,,,Native Speaker
409,FTVR in VR: Evaluating 3D Performance with a Simulated Volumetric Fish-Tank Virtual Reality Display,Dylan Fafard,Male,Grad Student,071I_uohryQ,Native Speaker
410,Question in FTVR in VR,,Male,,,Native Speaker
411,Question in FTVR in VR,,Male,,,Native Speaker
412,Question in FTVR in VR,,Male,,,Native Speaker
413,Question in FTVR in VR,,Female,,,Native Speaker
414,Gabber: Supporting Voice in Participatory Qualitative Practices,Jay Rainey,Male,PhD,w7FcZBXccO4,Native Speaker
415,Question in Gabber,,Female,,,Asian Non-Native
416,Question in Gabber,,Male,,,Native Speaker
417,Question in Gabber,,Female,,,Asian Non-Native
418,Gamification in Science: A Study of Requirements in the Context of Reproducible Research,Sebastian S. Feger,Male,Grad Student,IlC0LxNNFAw,Europ. Non-Native
419,Question in Gamification in Science,,Male,,,Native Speaker
420,Question in Gamification in Science,,Female,,,Europ. Non-Native
421,Gamified Ads: Bridging the Gap Between User Enjoyment and the Effectiveness of Online Ads,Maximilian Altmeyer,Male,Grad Student,_ChjZ7FDUg0,Europ. Non-Native
422,Question in Gamified Ads,,Female,,,Native Speaker
423,Question in Gamified Ads,,Male,,,Native Speaker
424,Question in Gamified Ads,,Male,,,Native Speaker
425,Gehna: Exploring the Design Space of Jewelry as an Input Modality,Jatin Arora,Male,Grad Student,gYRPXoRYtXU,Asian Non-Native
426,Question in Gehna,,Female,,,Native Speaker
427,Question in Gehna,,Male,,,Asian Non-Native
428,Hands Holding Clues for Object Recognitiion in Teachable Machines,Kyungjun Lee,Male,Grad Student,4NBuqmwUryk,Asian Non-Native
429,Question in Hands Holding Clues,,Male,,,Native Speaker
430,Question in Hands Holding Clues,,Female,,,Native Speaker
431,HapTwist: Creating Interactive Haptic Proxies in VR Using Low-cost Twistable Artefacts,Kening Zhu,Male,PhD,nnqTJJIsPcs,Asian Non-Native
432,Question in HapTwist,,Male,,,Europ. Non-Native
433,Question in HapTwist,,Male,,,Asian Non-Native
434,HCI and Affective Health: Taking stock of a decade of studies and charting future research directions,Pedro Sanches,Male,PhD,IlAAXSIb4WA,Europ. Non-Native
435,Question in HCI and Affective Health,,Male,,,Native Speaker
436,Question in HCI and Affective Health,,Female,,,Native Speaker
437,Question in HCI and Affective Health,,Male,,,Native Speaker
438,HotStrokes: Word-Gesture Shortcuts on a Trackpad,Wenzhe Cui,Male,Grad Student,iSQYejYs1fg,Asian Non-Native
439,Question in HotStrokes,,Male,,,Europ. Non-Native
440,Question in HotStrokes,,Male,,,Asian Non-Native
441,Question in HotStrokes,,Male,,,Native Speaker
442,How to Carry Out Usability Studies with Visually Impaired Children,Carlos Alberto Martinez Sandoval,Male,PhD,4FPuZj3tHJ4,Latin America
443,Question in How to Carry Out Usability Studies with Visually Impaired Children,,Female,,,Europ. Non-Native
444,Question in How to Carry Out Usability Studies with Visually Impaired Children,,Female,,,Europ. Non-Native
445,Question in How to Carry Out Usability Studies with Visually Impaired Children,,Male,,,Europ. Non-Native
446,Question in How to Carry Out Usability Studies with Visually Impaired Children,,Male,,,Native Speaker
447,Implementing Multi-Touch Gestures with Touch Groups and Cross Events,Brad Myers,Male,PhD,didYdY83zoc,Native Speaker
448,Question in Implementing Multi-Touch Gestures,,Male,,,Native Speaker
449,Question in Implementing Multi-Touch Gestures,,Male,,,Native Speaker
450,Question in Implementing Multi-Touch Gestures,,Male,,,Native Speaker
451,Improving Early Navigation in Time-Lapse Video with Spread-Frame Loading,Michael Van Der Kamp,Male,Grad Student,G-LMD3Ro_hQ,Native Speaker
452,Question in Improving Early Navigation,,Male,,,Native Speaker
453,Question in Improving Early Navigation,,Male,,,Native Speaker
454,Question in Improving Early Navigation,,Male,,,Europ. Non-Native
455,In a Silent Way: Communication Between AI and Improvising Musicians Beyond Sound,Jon McCormack,Male,PhD,r5KA1Jo_vYU,Native Speaker
456,Question in In a Silent Way,,Female,,,Europ. Non-Native
457,Interferi: Gesture Sensing using On-Body Acoustic Interferometry,Yasha Iravantchi,Male,Grad Student,xBpBBpQh7GI,Native Speaker
458,Question in Interferi,,Male,,,Europ. Non-Native
459,Question in Interferi,,Male,,,Asian Non-Native
460,Question in Interferi,,Male,,,Native Speaker
461,Question in Interferi,,Male,,,Europ. Non-Native
462,Question in Interferi,,Male,,,Asian Non-Native
463,Question in Interferi,,Male,,,Asian Non-Native
464,Interpreting the Diversity in Subjective Judgments,Jean-Bernard Martens,Male,PhD,pS7CzHfawDU,Europ. Non-Native
465,Question in Interpreting the Diversity in Subjective Judgments,,Male,,,Europ. Non-Native
